849578287070534681 10000
339276465745314942 654218325552961875 0
645449040645085252 1116385988340825946 0
268291709918419485 930711085249830318 0
152214291665135928 427183526335725987 0
657609195339824269 889081084740686303 0
220909853640016269 331854164357376358 0
712054314374660163 1090951971953583130 0
283472081600488872 908052507321328398 0
14199144338269599 843132372550336552 0
68831841506202397 810243269078940085 0
327737161433346066 605208569280904469 0
122142171256327845 914513788822101554 0
813612655613270660 1040170570121498079 0
319774900600474334 519083239651014003 0
300420618021814769 834221111650130928 0
356248853001599089 999494686346091841 0
319562939917070252 949442536892064173 0
935159507537161520 1050786769671158275 0
507390692669918452 887915494693551088 0
24457696905582862 1149945901172201227 0
744464683859415642 1101002229036130242 0
781639078415672749 827295196438903772 0
41725851917858941 480237484367081080 0
136161563399611759 660299767681192476 0
352204580587125287 644160624473561238 0
825212211627312660 1011558576056805370 0
428691045378494229 1083097457100089411 0
431383228480839354 687897352900622130 0
591273069966666984 944338366334805235 0
196351881214212236 282524713566261592 0
386075752532924839 1035906346078258747 0
207533350888137035 364785489684275793 0
31060658120306626 130097637694592171 0
151128072864263516 990666908907397983 0
311148508377072532 511272031034132805 0
795057629961992688 1061583326583401909 0
154947402519560636 302103155245470782 0
797775221583153393 967943568352678849 0
492816355979364165 704984254535256511 0
380348814621215709 1083444908181580652 0
350135900185931234 1136955516540238507 0
134213798074096798 141607988784466405 0
522764811154980974 801324086214837565 0
140246196448839920 528723276526833038 0
149858580491315311 525194225621224532 0
36149975074527509 666940407397436467 0
656965460726078859 681279885506104597 0
734732393412116724 1018756308521825994 0
192857905492416952 1050796501439090644 0
3977116882507014 819531238169729453 0
406048109724897490 908633054998541649 0
238376207964442073 243037574420573714 0
181807136625208374 467670993286438980 0
206244280345533934 957199837352491272 0
770487767006853857 1144010677689043503 0
258885796302301996 584199250814035768 0
254665720633459548 759923359194715727 0
713944005925851617 718169731425517253 0
866007173976309196 1125415154752707791 0
919234084393078673 1066317511581862283 0
787703271919068413 1063425418597383828 0
328962000969232442 841577019223366862 0
925893682427706411 947500955242325104 0
98817856920643206 537692736907105787 0
302343679828880670 789327803973142049 0
821380069198568568 985374658290564915 0
378421296153744753 1060710922703364588 0
104572153415653309 342329413846695866 0
768197625441869337 846901606980553250 0
443152402648472677 1099258538456870497 0
622086845657203720 1086531983700386193 0
576038542667320099 654519314385684554 0
176443978397984781 681636889888043137 0
156304703222416641 856807035339178501 0
431421867395801521 941255221965625080 0
1032615636840101085 1151541570196362087 0
166297795735817639 887866751582233380 0
334259942356649902 437082833290458084 0
767613425825699410 824661689325768193 0
406705837466859283 882539923119662417 0
704998001369663716 844671150668401428 0
116595409092793314 347282883464846899 0
254959058549242565 1014383232731981863 0
775098203992591255 1146049149202372914 0
442594718619097093 1072414818925814691 0
65635017140355914 286550749983338346 0
337274298621545363 394160756000737683 0
290652227069397346 505429690339916655 0
145306362165613 1017692230497705560 0
553230123178272588 659430501100207315 0
311263827918271306 332449151442562826 0
787780912361306895 928247438073582427 0
4756985758741268 1101759853376502765 0
287609011111693989 671757338149919959 0
349935030871875653 1058494432583448584 0
77614970557633123 342003139347304348 0
368192296619626097 878414945686646750 0
469426640784676242 850508183112038122 0
527870717086757297 866741802120141214 0
542974515836949678 596521651533609404 0
722320863874158637 954084750734002442 0
1055067849891905013 1099647322098551619 0
540324508008317229 1023658272091518208 0
977284651200027883 1126700057968858175 0
1007589607968368936 1099100156048761005 0
286984559090599543 1074527568621698034 0
93032363392415201 907693983982724165 0
293046526293373367 1067067775627125864 0
92465362901479324 779482961078059269 0
226608362908678633 787823740367232331 0
552132045322276425 735331011619393732 0
48499377817417624 459611397600239640 0
197256810076280760 748965419617144047 0
246783050847193489 538906762925308857 0
163203932303701598 613059180754975939 0
443156113426666067 788092434704182391 0
154508415978953360 259137828420385006 0
351523925176622246 852878542643653667 0
41737654873937566 114079902002877594 0
1040704509922297070 1146413318080503277 0
144905640625794341 179105311499711491 0
349334730640048696 910653885887838777 0
66231779225701809 297383423513187557 0
706666963237499689 813843107945698987 0
180819771144736497 425084649925114170 0
10121098459172889 211941153445652788 0
127673426077734028 281500037557454455 0
385109071481892751 649644915038640254 0
239712675445423848 587140282842102448 0
224423463009444007 642152334882428527 0
131021420651166309 237506102440534635 0
152761293114180295 988044128034151856 0
901522166058686579 935771150993007739 0
39729010867010658 881943464960765861 0
432083545678036637 543040492913481756 0
1101411144302680248 1119177844700957639 0
887605864163952270 1141759774010673593 0
120553347086061644 931328956234161244 0
81743969246142240 373893820364398328 0
730838715311909500 793056062303070611 0
105089085525573690 283171431267403755 0
523070881710905166 683071736672548074 0
937406316795783003 1003959786231629659 0
427418055356478422 807909995475798458 0
387173792966844842 832857247673863658 0
62236738287459994 903904240581762508 0
168601414623578327 806237533059580415 0
247561847825572875 442152280320178648 0
108242606796944651 343558464114766606 0
1084761162421765919 1152894532070991395 0
437119957136164690 592824471401518067 0
82223291271902943 972369703569050028 0
344399791069122989 1078269942387144716 0
323791169945246878 774563266817380598 0
143320965814165834 1057613702602296827 0
333830122531050860 888983086701201891 0
392580948371872103 469331393782917542 0
68967392619176739 510482407915710288 0
19245005188170159 500602293080865529 0
107186066816129125 444537279953660502 0
26555373455260725 1016672825171049700 0
596716414517911512 621996547815837634 0
467235456048320891 636881507981995588 0
111638510007709095 915389869198390267 0
577056065171936487 916715958438695552 0
575434503856370533 586809977101472705 0
610650566627590885 948872597406472287 0
391184907076184727 1038194250879112924 0
407840092071930565 474606343773476154 0
97911927307838584 601001101642495302 0
949664593111695095 1089915246856714638 0
421978254454194110 1024057470065792607 0
689956292094030218 975566960876870110 0
688122267529716709 811564628421036712 0
170393277355467708 686904587344790432 0
107821163882984520 127400607455227329 0
231344366287683029 612945189863672541 0
460037498602413269 750338969564466803 0
639072399482982645 1105510703254777098 0
191839331783393978 276142822659593055 0
273738084213505623 644222164125290257 0
47364581513200816 139842751292256104 0
618879732977108393 660027740420256670 0
316122995526355866 886116306923316774 0
593599175210675723 734523857829984129 0
386473132632924299 1037603453506120455 0
23876592983758389 912912162156840512 0
226576601864868165 763577109457408426 0
465222744246859158 553970379938987538 0
311911438929340728 549334762053700044 0
267374349029324174 344205850420960193 0
74294544253323746 263797623092780054 0
419457813916370689 814723204751968719 0
426168364140180707 579625684665734418 0
361026326040538930 400256608589568247 0
892820469308615571 969058304837433934 0
215983932297753861 907857302652417931 0
19895424367037251 69742156413936478 0
65589974292657132 1087172968183768028 0
15100435905626154 700296259279739857 0
103117837182924732 549660411607151912 0
575400637268170936 649265124558357748 0
593594267775383527 868982720015836558 0
819959874701245645 861665714017006453 0
450433440632527065 624301199892444555 0
768341584562062613 1082903390017277233 0
147673396448298251 776487962746279921 0
29453580949747114 134496758653346671 0
437683397675617964 882053184144438619 0
157175021468523859 864930292209715394 0
141893829721130792 986772325143697790 0
719176424624353378 794059296646269699 0
267648910245709520 1050259788862673052 0
219539303124310501 739234744379381593 0
335949427893757847 762789191911666100 0
283930768495348931 656592242394627545 0
340086212036469865 1039175360248144936 0
272409099162720254 950822527918805624 0
439183612522137682 985491163470198217 0
37046164831755076 719640043998793053 0
244534929472565210 339278229404991020 0
444236379575140562 697051680390120972 0
286838715417626264 530796450340431444 0
469407692599119021 554554278210435377 0
97845327769618869 497324849757670168 0
373551791087302697 376352799959327229 0
125205315572527839 591217361514845995 0
499816502778075511 661543227232462789 0
695789147196797535 1015240323140414993 0
926453295190030642 1143447015902592322 0
595141993220719475 707376123341446354 0
69904756484767346 400429059796142514 0
92244624265154438 930245443575880580 0
176509058908451793 799759790798575779 0
177588527355008288 923518560534080439 0
81135421829492443 453943476773947308 0
677344731728996055 723799810481258040 0
130310074821786852 160272116295683696 0
385646386299522460 430969882816648696 0
963106175148061552 1112410431293899611 0
840261111700763261 1146247897950192417 0
94466386321204099 838516788220861743 0
121880853462296922 400181842606857582 0
694812242377895687 818365427286962895 0
271347218366759041 526922041721477552 0
621073712040048557 1137170181590303003 0
328495807960244705 898531852845198686 0
113493915360087848 467140578734919651 0
979434294136624662 1071976500976824511 0
171776503023094079 482181413053928679 0
119487959146120791 976992292177863133 0
893207647267437027 1059678684590983826 0
182971151574932468 969663818835683869 0
359740139526232542 648408989987930167 0
374373984919056185 429652769014674505 0
134055050982521395 638532540511124519 0
414888080889821983 646080807169367521 0
16820967847733531 1119564585568897815 0
303887520780304689 1070394288723449909 0
532587200331386459 1008087843549264207 0
132638311709914985 576530764163096491 0
203709138133958468 547930848935801702 0
106765800198784257 820721397234533298 0
83814025466815606 985180218613216624 0
366236350830236688 732139686029720152 0
960916756104234767 1106069085819712264 0
425707897885030980 925482127905963122 0
564533622263217745 989592428198575754 0
219464539932222950 672035764644953506 0
615899931835223364 952060470293930101 0
15110159976316764 168115533064097741 0
