372405942808734207 10000
2424565359987028 230469676315805298 0
188469575961444917 362027732951540459 0
380145570209329067 426651572264079408 0
8519089004044688 10412195733182449 0
8234331860113101 309868059120636349 0
78717441767793730 167283746459365517 0
108732824386796443 546118406346583218 0
103952325789190945 209050249980991781 0
267566628589979427 521419896891497513 0
260206265937772374 482875043194335222 0
359844256659884615 544772758270257729 0
174662421995234066 253060643263280535 0
429644526711365549 464551489322999589 0
167037986267011270 192217011128280770 0
218321029589416427 356982911901295557 0
222691508947694117 447691134494887402 0
282045060161717693 574184998148616404 0
8328142554898083 189613537448572502 0
206181703286933306 206638419942515270 0
232967339522413387 295274056729691353 0
521967708485332 254774323409529745 0
272502944514314039 302160216633889929 0
364855536210549427 474740960780693334 0
301150424484355185 529476460027066053 0
28832660981099235 506256371857861605 0
397465126411836344 537194214924568709 0
20165244011027389 151084132365394462 0
155209423788512358 204009517708059521 0
136428968116800402 325130993765431520 0
278900824423179646 461003078515183112 0
17359124047651125 360539085996052238 0
196615198849918929 328792151243069905 0
129688797338461997 329720750394716593 0
37149481670907763 495736652987161518 0
240896539908198530 333403769303550003 0
12140608458939641 16125571644367653 0
60705934887314056 561441012111309667 0
156276833887014304 498866532811660134 0
189396662065723389 315202329988342638 0
178576520031786314 427443466996326973 0
258676151799746470 567780649084701257 0
100753732433902149 185921095048586593 0
150745569701488339 396169579884249642 0
50452155898766107 555946709059706267 0
41936259875170260 386920896358254605 0
258451898683329900 366837577079158988 0
161248422659158046 166204039126888055 0
67473581952744948 303587639978142457 0
45832531452421925 164947016626706410 0
191176009359719047 269323922298525056 0
105084012812157265 234545345221207182 0
19936175528364430 174770537072789587 0
198405430455379683 392885397013781645 0
215418657120190151 427732958303311444 0
76331471992158963 511126152514738688 0
106613953424302810 335925280959049457 0
50146371317935526 452823709645473727 0
519231718838199937 574481424378186659 0
140461312541998004 508219470154404530 0
176133644160715691 551469936734865376 0
209027396924828298 540965643563745055 0
53509289739081798 455839609502060460 0
152606835914999642 212431810202311182 0
98978881681427683 138686889858558316 0
322871413907532920 356625612444648782 0
383483994174389350 475959792808443831 0
397793442885057201 545691988642885359 0
207094551537923033 517752272566974992 0
122743459525793705 509446526863811560 0
18579149224886761 293927401030981303 0
