1000000000000000000 10000
987326668809967236 1000390264454686895 0
1022475646204314879 1125652133578132158 0
654706694118984950 1149173177527310889 0
496664134184242540 631503732454983384 0
52477988655532697 233114055572269767 0
473007125597705313 677300009726059397 0
784307694315788650 877516337556821453 0
795013544062747721 948354780506105044 0
605636779497534380 1121026015518881247 0
806036667247133267 1031477930877727217 0
218787214365188141 534944348694015319 0
215640864812417591 287344670656665193 0
67761895836412404 362686616286286796 0
302191585337113971 907348179536642045 0
623017243439641173 785434518272862447 0
795708888889292178 1044757724874756389 0
507218960014274586 859951846387235440 0
958287606537217380 1042150298741564710 0
628526367653218728 947463187223809712 0
762639993499033612 1054000637112731078 0
170091689361926187 388870355184580290 0
13863759477634478 736196500802026407 0
258549703747712640 495288308612781176 0
94004617261788483 534338805788830096 0
523337395245161600 1093904145594450944 0
887631041737394096 965841835954536004 0
314098541769002502 754464947429233143 0
239024950242993314 251451812861600910 0
309400975761471229 933007978996905031 0
855292161196889167 888336470094374581 0
62175230302686715 640222183278951594 0
320378949370696796 748856193152042596 0
944443755042151792 1036004813961049179 0
585064702689100018 916821269045903561 0
262585431095027097 803354473774776103 0
482020216374026188 703448971364243513 0
295301971989384173 708193094754980131 0
38510348650631336 83679251809655058 0
103565954004645025 591811754880195058 0
705115419056651219 966981118592352256 0
792765467059184829 886973823494260720 0
349320288658881467 1009913220651599222 0
73531748247861710 660554452222301479 0
404169799409846407 406536499579488035 0
602698553259693600 708712127116312702 0
340700545318551051 1033700535765202637 0
162202512844771555 579422813262684740 0
497184711418515008 945435054918745368 0
170709959312902530 482583469219937781 0
167081827274377190 319014532496779225 0
571816645806889428 1047732170186020128 0
521039371600319427 1058848567314989469 0
630195084227923975 642454429654684220 0
647295536858697195 979279514427846065 0
507340910129165466 807224634405472262 0
535650984621606074 910895394320940516 0
147752674846202014 474686387014322149 0
180281429869983835 585198315919517752 0
98163447993859588 1143230420989902570 0
291012618126859258 790438553826679433 0
521918199398916775 1095339170058456991 0
5902748055277681 1071575489413854435 0
112842976840305113 902554255943290218 0
258156483494478311 422272890114310410 0
76311954345612763 390706855989397560 0
911866333958087830 1015032300805581438 0
817786438307843173 925398558809312493 0
432600385608407521 434897324041711225 0
782408148684453723 1057201128428431786 0
246473285803977971 1117815981800100977 0
404096107344597648 821778104142841062 0
181541831571755515 1056283142635717551 0
41073426415551579 855112112344255019 0
