428630725538275287 10000
151084250329888744 495948324222839835 0
158723692557053241 303815609557433147 0
211951649625080999 550410236098582149 0
159504439913884721 293674346941671266 0
288651212219277997 554272391714944244 0
472869804778552405 494385655401310722 0
120459242257284859 306611322768933242 0
126125702774803368 517321704861551722 0
28749873522442779 112874147606482038 0
55627010458467129 303240411481845129 0
16755094808994498 305544309270282048 0
60626873780766652 246317409748336102 0
394563246542873787 528741718985560527 0
35988146572854768 71663436045912133 0
210233108945749955 376240703415349536 0
15995162335708633 173744283106571217 0
158451707804429930 382072445400452449 0
196547055185912271 200249249995372942 0
58670606430297978 225411859775827210 0
135784267103201388 298108774879829993 0
119586936689672958 439339337022924233 0
171446889931364095 277061389374604430 0
259393260815559935 343716665771140547 0
196896270192217551 437012458933177907 0
43447857712604645 571324984485585130 0
124365354807606135 366189657650480420 0
523102413473143561 540906073488930052 0
293031352540966441 411929467020863429 0
253418707466430134 342831465095091915 0
71076243251326919 176078112751866621 0
57930928152885246 283551054047117116 0
137429588133342207 191680226177663366 0
383472392041252882 460846932117531377 0
166576740089116872 200760127093000186 0
172947619493804595 445269966935871381 0
183868765585018633 326459793240818112 0
485304351854820651 536322175078903543 0
25237322688852907 496533005274491981 0
220457741308117365 334185880486491688 0
396325507237055421 573002632295528605 0
122148375457978793 481686976658166315 0
80247572120321517 500924782620356166 0
238678925483548530 342982962671853492 0
171120832480940032 196649500219175739 0
520087347163985835 545350849222712379 0
353035283247628494 560108029893621449 0
7037221712421908 405248517497989416 0
123736658247171266 463108899102073403 0
152704223372333666 456028548241158664 0
172236198237415098 544319583924180076 0
386125430980696319 563791826365908072 0
203922056027376060 516833166947833305 0
221479600685091696 309746251653509292 0
374870014242430526 431756257576441806 0
93455701676285757 195571947544738352 0
52505311998013748 404316237044363881 0
399083324135364633 422469311646146586 0
6921129686795810 539512233338652633 0
43789505406039132 553870735996421503 0
236860136006671494 571746628821197731 0
108472701955383901 511936952625131987 0
148153585894686667 378001291854065568 0
210665271376298498 378875259434263449 0
546496801607621693 574680856272503907 0
301856340259247071 434398585988142720 0
151379088780232962 534409013355471884 0
207525919601730544 543980402811022849 0
